scientific_name,longitude,latitude,gbif_id,locality,occurrence_status,individual_count,year,basis_of_record,institution_code
Brachyramphus marmoratus,-122.30682,37.255123,579304518,Dearborn Creek P7.2,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.30682,37.255123,278167999,Dearborn Creek P7.2,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.31169,37.255165,278122237,Dearborn Creek P2,PRESENT,1,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.31169,37.255165,278122222,Dearborn Creek P2,PRESENT,NA,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.31169,37.255165,278122221,Dearborn Creek P2,PRESENT,NA,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.31169,37.255165,278009295,Dearborn Creek P2,PRESENT,NA,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.31169,37.255165,278009293,Dearborn Creek P2,PRESENT,1,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.31169,37.255165,273114139,Dearborn Creek P2,PRESENT,NA,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.31169,37.255165,273109928,Dearborn Creek P2,PRESENT,NA,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.31169,37.255165,273106256,Dearborn Creek P2,PRESENT,NA,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.31169,37.255165,272144864,Dearborn Creek P2,PRESENT,NA,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.22941,37.256443,580078862,Pescadero Creek CP - Owl PT 5,PRESENT,2,2010,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.22641,37.257103,580087061,Pescadero Creek CP - Owl PT 4,PRESENT,5,2010,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.22641,37.257103,580080495,Pescadero Creek CP - Owl PT 4,PRESENT,3,2010,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.21789,37.25768,957705441,Portola State Park Road 0.5 (from park HQ),PRESENT,1,2013,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.21789,37.25768,580993988,Portola State Park Road 0.5 (from park HQ),PRESENT,4,2011,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.30775,37.256977,579302962,Hidden Gulch X,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.30775,37.256977,579301994,Hidden Gulch X,PRESENT,7,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.30775,37.256977,278167442,Hidden Gulch X,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.30775,37.256977,278167062,Hidden Gulch X,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.22192,37.258343000000004,271162799,Portola SP - Coyote Ridge Trail,PRESENT,11,2009,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.2318,37.25823,580959866,Pescadero Creek CP - Owl PT 6,PRESENT,1,2011,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.2318,37.25823,580937863,Pescadero Creek CP - Owl PT 6,PRESENT,1,2011,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.2318,37.25823,580078997,Pescadero Creek CP - Owl PT 6,PRESENT,2,2010,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.34272,37.25775,277742907,BBS 14-319 Stop 42,PRESENT,2,2006,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.235214,37.260098,580078488,Pescadero Creek CP - Owl PT 7,PRESENT,3,2010,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.306244,37.25906,579302704,Hidden Gulch Y,PRESENT,7,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.306244,37.25906,278167430,Hidden Gulch Y,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.215454,37.260468,957705729,Portola State Park Road 0.7 (from park HQ),PRESENT,2,2013,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.215454,37.260468,580914979,Portola State Park Road 0.7 (from park HQ),PRESENT,6,2011,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.30946,37.259094,579302799,Hidden Gulch K,PRESENT,3,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.30946,37.259094,278167063,Hidden Gulch K,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.21908,37.2607,957743547,Portola SP - Coyote Ridge Trail E section above redwoods,PRESENT,3,2013,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.30981,37.2594,579315744,Hidden Gulch J,PRESENT,NA,1995,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.30981,37.2594,579315681,Hidden Gulch J,PRESENT,3,1995,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.30981,37.2594,579315585,Hidden Gulch J,PRESENT,7,1995,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.30981,37.2594,579315423,Hidden Gulch J,PRESENT,3,1995,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.30981,37.2594,579314563,Hidden Gulch J,PRESENT,7,1995,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.30981,37.2594,579314383,Hidden Gulch J,PRESENT,NA,1995,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.30981,37.2594,579314382,Hidden Gulch J,PRESENT,5,1995,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.30981,37.2594,579313118,Hidden Gulch J,PRESENT,NA,1995,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.30981,37.2594,579313117,Hidden Gulch J,PRESENT,NA,1995,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.30981,37.2594,579313116,Hidden Gulch J,PRESENT,NA,1995,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.30981,37.2594,579312419,Hidden Gulch J,PRESENT,NA,1995,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.30981,37.2594,579311289,Hidden Gulch J,PRESENT,4,1995,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.30981,37.2594,579310137,Hidden Gulch J,PRESENT,5,1995,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.30981,37.2594,579302752,Hidden Gulch J,PRESENT,2,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.30981,37.2594,579302365,Hidden Gulch J,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.30981,37.2594,278180112,Hidden Gulch J,PRESENT,NA,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.30981,37.2594,278168001,Hidden Gulch J,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.30981,37.2594,278162962,Hidden Gulch J,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.30981,37.2594,278162961,Hidden Gulch J,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.30981,37.2594,278152877,Hidden Gulch J,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.30981,37.2594,278001711,Hidden Gulch J,PRESENT,NA,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.30981,37.2594,273115445,Hidden Gulch J,PRESENT,NA,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.30981,37.2594,272142250,Hidden Gulch J,PRESENT,NA,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.31049,37.259605,579302968,Hidden Gulch I,PRESENT,4,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.31049,37.259605,579302224,Hidden Gulch I,PRESENT,1,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.31049,37.259605,579302085,Hidden Gulch I,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.31049,37.259605,579302084,Hidden Gulch I,PRESENT,1,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.31049,37.259605,278255098,Hidden Gulch I,PRESENT,NA,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.31049,37.259605,278198663,Hidden Gulch I,PRESENT,2,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.31049,37.259605,278197903,Hidden Gulch I,PRESENT,NA,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.31049,37.259605,278171730,Hidden Gulch I,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.31049,37.259605,278163019,Hidden Gulch I,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.31049,37.259605,278132008,Hidden Gulch I,PRESENT,2,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.31049,37.259605,273102983,Hidden Gulch I,PRESENT,NA,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.21677,37.26121,957747494,Portola SP - Coyote Ridge Trail E section in redwoods,PRESENT,2,2013,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.21677,37.26121,957723049,Portola SP - Coyote Ridge Trail E section in redwoods,PRESENT,2,2013,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.3104,37.26015,579302659,Hidden Gulch H,PRESENT,14,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.3104,37.26015,579302083,Hidden Gulch H,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.3104,37.26015,278187184,Hidden Gulch H,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.3104,37.26015,278182707,Hidden Gulch H,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.3104,37.26015,278174633,Hidden Gulch H,PRESENT,NA,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.3104,37.26015,278157685,Hidden Gulch H,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.3104,37.26015,273115426,Hidden Gulch H,PRESENT,NA,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.3104,37.26015,273103028,Hidden Gulch H,PRESENT,NA,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.3104,37.26015,273097307,Hidden Gulch H,PRESENT,NA,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.3104,37.26015,272507266,Hidden Gulch H,PRESENT,NA,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.311134,37.260254,278174632,Hidden Gulch G,PRESENT,2,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.311134,37.260254,277983208,Hidden Gulch G,PRESENT,NA,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.311134,37.260254,273115425,Hidden Gulch G,PRESENT,NA,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.311134,37.260254,273099378,Hidden Gulch G,PRESENT,NA,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.311134,37.260254,272139646,Hidden Gulch G,PRESENT,NA,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.31622,37.26035,278179209,Dearborn Creek P1,PRESENT,4,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.31622,37.26035,278164420,Dearborn Creek P1,PRESENT,NA,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.31622,37.26035,278164419,Dearborn Creek P1,PRESENT,NA,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.31622,37.26035,278005490,Dearborn Creek P1,PRESENT,NA,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.31622,37.26035,273127199,Dearborn Creek P1,PRESENT,4,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.31622,37.26035,273117598,Dearborn Creek P1,PRESENT,NA,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.31622,37.26035,272504817,Dearborn Creek P1,PRESENT,NA,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.31187,37.260838,278217445,Hidden Gulch F,PRESENT,NA,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.31187,37.260838,278198723,Hidden Gulch F,PRESENT,1,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.31187,37.260838,278185246,Hidden Gulch F,PRESENT,NA,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.31187,37.260838,278164714,Hidden Gulch F,PRESENT,6,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.31187,37.260838,273119012,Hidden Gulch F,PRESENT,NA,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.31187,37.260838,273099361,Hidden Gulch F,PRESENT,6,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.31187,37.260838,272497347,Hidden Gulch F,PRESENT,1,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.31187,37.260838,272139632,Hidden Gulch F,PRESENT,NA,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.31212,37.261246,278254701,Hidden Gulch E,PRESENT,NA,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.31212,37.261246,278167714,Hidden Gulch E,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.31212,37.261246,278163017,Hidden Gulch E,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.31212,37.261246,278162752,Hidden Gulch E,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.31212,37.261246,277990659,Hidden Gulch E,PRESENT,NA,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.31212,37.261246,273122389,Hidden Gulch E,PRESENT,2,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.31212,37.261246,273122388,Hidden Gulch E,PRESENT,4,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.31212,37.261246,273109793,Hidden Gulch E,PRESENT,4,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.31212,37.261246,273108040,Hidden Gulch E,PRESENT,NA,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.31131,37.26128,278187180,Hidden Gulch A,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.31131,37.26128,278187046,Hidden Gulch A,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.31131,37.26128,278172709,Hidden Gulch A,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.31131,37.26128,273106914,Hidden Gulch A,PRESENT,NA,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.31131,37.26128,273106149,Hidden Gulch A,PRESENT,6,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.31131,37.26128,273102469,Hidden Gulch A,PRESENT,NA,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.31131,37.26128,273093988,Hidden Gulch A,PRESENT,NA,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.32998,37.26099,277785935,BBS 14-319 Stop 44,PRESENT,2,2006,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.21163,37.262928,580993989,Portola State Park Road 1.0 (from park HQ),PRESENT,2,2011,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.21163,37.262928,580085652,Portola State Park Road 1.0 (from park HQ),PRESENT,2,2010,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.31328,37.261486,278187033,Hidden Gulch C,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.31328,37.261486,278184991,Hidden Gulch C,PRESENT,NA,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.31328,37.261486,278167698,Hidden Gulch C,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.31328,37.261486,278167697,Hidden Gulch C,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.31328,37.261486,278131559,Hidden Gulch C,PRESENT,3,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.31328,37.261486,278035268,Hidden Gulch C,PRESENT,NA,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.31328,37.261486,273093394,Hidden Gulch C,PRESENT,NA,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.33818,37.26115,277760474,BBS 14-319 Stop 43,PRESENT,1,2006,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.31251,37.26162,278175297,Hidden Gulch D,PRESENT,NA,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.31251,37.26162,278162673,Hidden Gulch D,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.31251,37.26162,278143963,Hidden Gulch D,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.31251,37.26162,278143769,Hidden Gulch D,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.31251,37.26162,278131570,Hidden Gulch D,PRESENT,1,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.31251,37.26162,278027601,Hidden Gulch D,PRESENT,5,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.31251,37.26162,273093395,Hidden Gulch D,PRESENT,NA,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.31251,37.26162,272144871,Hidden Gulch D,PRESENT,1,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.31251,37.26162,272144870,Hidden Gulch D,PRESENT,NA,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.313835,37.26162,278035259,Hidden Gulch B,PRESENT,NA,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.313835,37.26162,278020298,Hidden Gulch B,PRESENT,NA,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.313835,37.26162,273098784,Hidden Gulch B,PRESENT,NA,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.313835,37.26162,272142135,Hidden Gulch B,PRESENT,2,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.25659,37.26263,278140105,Pescadero Creek CP - Old Haul Rd from Towne Trail to Keysion Ck,PRESENT,5,2010,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.222946,37.263775,957749602,Coyote Ridge Trail junction with Upper Ridge Trail,PRESENT,1,2013,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.326775,37.26265,960134391,AA Pescadero Cr Orchard + Dearborn Park Rd.,PRESENT,3,2013,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.326775,37.26265,958461760,AA Pescadero Cr Orchard + Dearborn Park Rd.,PRESENT,1,2013,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.326775,37.26265,947906693,AA Pescadero Cr Orchard + Dearborn Park Rd.,PRESENT,2,2013,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.326775,37.26265,934576960,AA Pescadero Cr Orchard + Dearborn Park Rd.,PRESENT,2,2013,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.326775,37.26265,824224199,AA Pescadero Cr Orchard + Dearborn Park Rd.,PRESENT,2,2012,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.326775,37.26265,822607444,AA Pescadero Cr Orchard + Dearborn Park Rd.,PRESENT,2,2012,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.326775,37.26265,580892545,AA Pescadero Cr Orchard + Dearborn Park Rd.,PRESENT,1,2011,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.326775,37.26265,580836332,AA Pescadero Cr Orchard + Dearborn Park Rd.,PRESENT,3,2011,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.326775,37.26265,580835495,AA Pescadero Cr Orchard + Dearborn Park Rd.,PRESENT,1,2011,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.326775,37.26265,4397979271,AA Pescadero Cr Orchard + Dearborn Park Rd.,PRESENT,1,2022,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.326775,37.26265,4231074848,AA Pescadero Cr Orchard + Dearborn Park Rd.,PRESENT,1,2022,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.326775,37.26265,3660311058,AA Pescadero Cr Orchard + Dearborn Park Rd.,PRESENT,2,2021,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.326775,37.26265,277926364,AA Pescadero Cr Orchard + Dearborn Park Rd.,PRESENT,1,2010,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.326775,37.26265,272405263,AA Pescadero Cr Orchard + Dearborn Park Rd.,PRESENT,2,2010,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.326775,37.26265,272353572,AA Pescadero Cr Orchard + Dearborn Park Rd.,PRESENT,2,2010,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.326775,37.26265,272074517,AA Pescadero Cr Orchard + Dearborn Park Rd.,PRESENT,2,2009,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.326775,37.26265,2689267766,AA Pescadero Cr Orchard + Dearborn Park Rd.,PRESENT,1,2019,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.326775,37.26265,2196154722,AA Pescadero Cr Orchard + Dearborn Park Rd.,PRESENT,2,2018,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.326775,37.26265,2189767000,AA Pescadero Cr Orchard + Dearborn Park Rd.,PRESENT,1,2018,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.326775,37.26265,2080932463,AA Pescadero Cr Orchard + Dearborn Park Rd.,PRESENT,2,2017,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.326775,37.26265,198856069,AA Pescadero Cr Orchard + Dearborn Park Rd.,PRESENT,1,2009,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.326775,37.26265,178532504,AA Pescadero Cr Orchard + Dearborn Park Rd.,PRESENT,1,2008,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.326775,37.26265,178532487,AA Pescadero Cr Orchard + Dearborn Park Rd.,PRESENT,2,2008,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.326775,37.26265,178532477,AA Pescadero Cr Orchard + Dearborn Park Rd.,PRESENT,2,2008,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.326775,37.26265,178532475,AA Pescadero Cr Orchard + Dearborn Park Rd.,PRESENT,2,2008,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.326775,37.26265,178532412,AA Pescadero Cr Orchard + Dearborn Park Rd.,PRESENT,2,2008,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.326775,37.26265,1769688073,AA Pescadero Cr Orchard + Dearborn Park Rd.,PRESENT,1,2016,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.326775,37.26265,1752423960,AA Pescadero Cr Orchard + Dearborn Park Rd.,PRESENT,1,2016,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.326775,37.26265,1729715088,AA Pescadero Cr Orchard + Dearborn Park Rd.,PRESENT,1,2016,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.326775,37.26265,1722961241,AA Pescadero Cr Orchard + Dearborn Park Rd.,PRESENT,1,2016,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.326775,37.26265,167164684,AA Pescadero Cr Orchard + Dearborn Park Rd.,PRESENT,1,2008,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.326775,37.26265,1377157945,AA Pescadero Cr Orchard + Dearborn Park Rd.,PRESENT,1,2015,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.326775,37.26265,1359459579,AA Pescadero Cr Orchard + Dearborn Park Rd.,PRESENT,1,2015,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.326775,37.26265,129904733,AA Pescadero Cr Orchard + Dearborn Park Rd.,PRESENT,2,2007,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.326775,37.26265,129904491,AA Pescadero Cr Orchard + Dearborn Park Rd.,PRESENT,1,2007,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.326775,37.26265,129901951,AA Pescadero Cr Orchard + Dearborn Park Rd.,PRESENT,3,2006,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.326775,37.26265,129901792,AA Pescadero Cr Orchard + Dearborn Park Rd.,PRESENT,1,2006,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.326775,37.26265,129901617,AA Pescadero Cr Orchard + Dearborn Park Rd.,PRESENT,2,2006,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.326775,37.26265,129901438,AA Pescadero Cr Orchard + Dearborn Park Rd.,PRESENT,1,2006,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.326775,37.26265,129900543,AA Pescadero Cr Orchard + Dearborn Park Rd.,PRESENT,2,2005,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.326775,37.26265,129900537,AA Pescadero Cr Orchard + Dearborn Park Rd.,PRESENT,3,2005,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.326775,37.26265,129900462,AA Pescadero Cr Orchard + Dearborn Park Rd.,PRESENT,2,2005,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.326775,37.26265,129900298,AA Pescadero Cr Orchard + Dearborn Park Rd.,PRESENT,2,2004,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.326775,37.26265,129900286,AA Pescadero Cr Orchard + Dearborn Park Rd.,PRESENT,1,2004,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.326775,37.26265,129900206,AA Pescadero Cr Orchard + Dearborn Park Rd.,PRESENT,1,2004,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.326775,37.26265,1179721495,AA Pescadero Cr Orchard + Dearborn Park Rd.,PRESENT,2,2014,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.326775,37.26265,1179200222,AA Pescadero Cr Orchard + Dearborn Park Rd.,PRESENT,1,2014,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.326775,37.26265,1154614376,AA Pescadero Cr Orchard + Dearborn Park Rd.,PRESENT,1,2014,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.25844,37.264336,278154648,Pescadero Creek CP - Owl OHR 13,PRESENT,11,2010,HUMAN_OBSERVATION,CLO
